date, store_ID, product_ID, quantity_Sold, revenue 
None, 61, JTI-888, 42, 851.98 
2025-01-20, 24, IMX-127, 9, 394.37 
2025-01-21, 13, SVP-410, 40, 947.38 
2025-01-03, 70, LYU-200, None, None 
2025-02-10, 76, XBP-364, 39, 84.34 
, STORE_ERROR, NWC-844, 8, 53.61 
2025-01-28, 22, NDP-541, 18, 340.14 
2025-01-07, 39, ULO-291, 4, 485.57 
DATE_ERROR, 65, MNQ-571, 30, 159.94 
2025-03-27, 41, KUE-722, 7,  
2025-01-10, 70, NYG-420, 32, 71.57 
2025-02-09, 15, RYX-457, 38, 441.27 
2025-02-19, 69, CWG-685, 10, 489.04 
2025-03-18, 68, SIM-497, 35, 805.6 
2025-01-29, STORE_ERROR, NJQ-497, 3, 449.2 
2025-02-15, 69, QDC-322, 19, 783.14 
, STORE_ERROR, VLW-812, 45, 529.37 
2025-02-19, 27, MDJ-349, 13, None 
2025-03-25, 92, XHO-272, 1, 503.85 
DATE_ERROR, 17, FVR-223, 45, 387.36 
2025-01-14, 60, WQM-811, 17, 449.1 
, 9, FJW-321, 49, 294.17 
2025-02-06, 69, PGZ-491, 43, 941.38 
2025-01-03, 54, WVN-891, 38, 924.64 
2025-03-10, 77, LSJ-070, 1, 132.39 
2025-01-04, 56, MEF-264, 42, None 
2025-03-27, 38, AHQ-724, 47, 492.66 
2025-01-20, None, RMY-569, 14, 954.07 
2025-01-04, 71, VGQ-549, 21, 971.36 
2025-03-15, 86, FUU-561, 15, 436.04 
2025-01-15, 19, BOS-667, 15, 911.28 
2025-03-15, 85, CIB-134, 1, None 
2025-01-24, 90, RBS-288, 48, 343.41 
2025-02-09, 55, None, 26, 214.76 
2025-02-19, 2, IBL-180, 23, 347.76 
2025-01-23, 44, EUV-802, None, 241.18 
2025-01-11, 30, None, 33, 213.34 
2025-01-15, 69, WOF-540, 48, 146.22 
None, 38, VOK-661, 35, REVENUE_ERROR 
2025-01-15, 35, MDJ-980, 39, 661.99 
2025-03-13, 100, BCS-709, 29, 241.81 
2025-01-13, STORE_ERROR, JFF-452, 12, 210.14 
2025-03-24, 47, PPI-653, 19, 123.98 
2025-02-15, 87, , 14, 958.3 
2025-01-22, 78, CHU-621, 44, REVENUE_ERROR 
2025-01-26, 7, WLE-071, 45, 187.26 
None, 97, YRC-886, 27, 983.07 
2025-01-22, STORE_ERROR, EXO-412, 37, 290.53 
2025-02-11, 35, QON-483, 24, 818.31 
DATE_ERROR, 4, MTQ-713, 35, 884.69 
2025-03-30, 54, PRODUCT_ERROR, 48, 642.14 
2025-03-17, 96, UYQ-849, 9, 74.93 
2025-02-15, 96, AOM-751, None, 685.34 
DATE_ERROR, 87, MDR-212, 2, 609.97 
, 5, HKM-782, 32, 195.34 
2025-03-29, 87, None, 26, 935.08 
2025-01-16, 85, BRV-542, 10, 277.11 
2025-01-31, 10, JSC-450, 8, 151.43 
2025-03-18, 43, IHH-245, 39, None 
2025-03-14, 27, PRODUCT_ERROR, 36, REVENUE_ERROR 
DATE_ERROR, 27, VHI-564, 48,  
None, 58, SMS-317, 38, 829.78 
DATE_ERROR, 77, KCT-231, 38, 316.95 
None, 5, GEN-370, 38, 663.41 
2025-02-15, 82, JUA-962, 22, 874.31 
2025-02-21, 31, JCQ-186, 4, 446.36 
2025-02-06, 29, None, QUANTITY_ERROR, 831.36 
2025-02-21, 56, YSL-744, 12, REVENUE_ERROR 
2025-02-03, 1, LVR-175, 29, 240.69 
2025-01-11, 63, RRU-104, None, 473.4 
2025-04-02, 46, FIQ-604, 10, 731.73 
2025-02-13, None, CCB-516, 49, 867.47 
2025-01-16, 49, HQX-360, 31, 371.83 
None, None, LFU-797, 1, None 
2025-01-28, 29, ANQ-194, 32, 850.28 
2025-02-17, 13, None, 40, 700.67 
2025-01-17, 66, UTW-631, 27, 941.95 
2025-03-25, 49, QQE-712, 38, 492.97 
2025-01-11, 84, PLV-172, 12, 467.42 
None, 82, NOR-090, QUANTITY_ERROR,  
2025-02-11, 25, UGP-760, 26, 543.58 
2025-02-24, 28, IBQ-640, 5, 575.98 
2025-02-24, 34, PRODUCT_ERROR, QUANTITY_ERROR, 944.65 
2025-02-06, 70, GPW-709, 7, 392.74 
2025-02-24, 12, PRODUCT_ERROR, None, 927.26 
2025-02-10, 81, BFS-791, 40, 552.11 
2025-03-15, None, PRODUCT_ERROR, 48,  
2025-01-07, 18, XSG-626, 33, 252.36 
2025-01-22, 79, WWF-083, , 169.16 
2025-01-01, 64, LWN-959, 7, 972.91 
2025-01-25, 64, None, 1, 31.23 
2025-03-30, 72, None, 29, 358.21 
None, 94, DAV-173, 22, 286.39 
2025-02-11, 38, FLT-217, 34, 742.0 
2025-01-27, 23, TNW-917, QUANTITY_ERROR, REVENUE_ERROR 
2025-01-26, 9, QGJ-762, 15, 599.9 
2025-02-04, 33, PRODUCT_ERROR, , 347.61 
2025-01-11, 1, XUM-204, 9, 853.98 
2025-02-17, 58, UZA-522, 15, 908.42 
2025-01-23, 36, FOJ-191, None, 473.32 
2025-02-18, 78, GXP-056, 5, 88.97 
2025-02-11, 72, HTO-338, 31, 557.73 
None, 41, HKN-425, 33, None 
2025-01-04, 26, TAX-706, 26, 873.92 
None, 32, FWV-952, 1, 558.67 
2025-01-19, 87, DTS-558, 18, 569.77 
2025-03-28, 13, OUX-175, 34, 773.7 
2025-01-21, 100, MHE-304, QUANTITY_ERROR, 122.59 
2025-02-10, 4, ONV-113, 2, 93.51 
2025-01-12, 26, XZV-806, 22, 302.84 
2025-01-26, 76, PRODUCT_ERROR, 17, 423.28 
2025-02-16, 64, OMZ-528, 32, 879.54 
, 77, BJM-321, 5, 432.1 
DATE_ERROR, 7, GGJ-497, QUANTITY_ERROR, 90.51 
2025-01-01, 9, XDS-238, 33, 360.96 
2025-03-28, 64, SSL-341, 31, 104.17 
2025-02-17, 63, UWC-625, 30, 756.99 
2025-02-22, 37, RJB-025, 50, 465.83 
2025-02-10, 68, JMB-173, 18, 147.92 
2025-01-05, None, NYI-007, None, 777.18 
2025-01-11, 15, ERE-084, 26, 883.76 
2025-03-09, 91, VPM-971, 10, REVENUE_ERROR 
2025-01-16, 73, PUJ-370, 1, 495.95 
2025-03-24, 37, TRK-571, 44, 486.66 
2025-01-27, 74, , 49, REVENUE_ERROR 
DATE_ERROR, 49, KFQ-625, 47, 822.58 
2025-03-26, 94, PRODUCT_ERROR, QUANTITY_ERROR, 225.1 
2025-02-19, 4, ZMR-307, 21, 280.19 
2025-03-04, 32, TGK-778, 41, 580.08 
2025-01-20, 44, DOX-197, QUANTITY_ERROR, REVENUE_ERROR 
2025-02-18, 28, KXY-532, 2, 877.66 
2025-03-28, 31, None, , REVENUE_ERROR 
2025-02-04, None, PRODUCT_ERROR, None, 624.73 
2025-02-16, 29, LVM-195, , 798.45 
2025-01-08, 39, ZWJ-030, QUANTITY_ERROR, 788.78 
2025-01-24, 91, None, 42, 660.31 
2025-01-11, None, WXF-846, 22, 231.35 
2025-01-27, 55, QFS-495, 21, 732.15 
2025-01-27, 65, OTB-882, 26, 960.32 
2025-02-14, 19, YSU-290, 12, 333.31 
None, 24, PRODUCT_ERROR, 36, 525.51 
2025-01-23, 79, HKL-806, 40, 216.41 
2025-03-01, 4, UYY-384, QUANTITY_ERROR, 711.84 
2025-01-04, 28, MQD-952, 50, 842.66 
DATE_ERROR, 21, DVO-206, 40, 707.64 
, 44, RCN-476, 5,  
DATE_ERROR, None, MLA-791, 2, 143.01 
2025-01-30, 24, WNU-575, 11, 168.02 
2025-03-05, 33, DLN-706, 27, 503.15 
2025-01-16, 18, MLG-955, 2,  
2025-03-20, None, BVW-588, 8, 477.21 
2025-02-07, 70, ZIH-629, 33, 251.3 
2025-02-09, STORE_ERROR, WNF-650, 22, 851.82 
2025-03-30, 52, JXV-818, 28, 77.28 
2025-02-16, 14, NIH-992, 6, 880.73 
2025-01-25, 51, QYM-253, 44, 675.59 
2025-02-02, , XLK-504, None, 487.65 
2025-01-06, None, ARR-387, 18, 433.61 
2025-03-23, 39, WMX-943, 46, 710.32 
, 83, EZW-370, None, 997.48 
2025-01-26, 4, PRODUCT_ERROR, 12, 486.24 
None, 62, RHY-794, , 22.31 
None, None, JHE-924, 25, 465.54 
2025-03-31, 48, HMO-435, 42, REVENUE_ERROR 
2025-01-20, 59, EFB-404, QUANTITY_ERROR, 180.23 
None, 22, MMN-377, 41, 251.46 
2025-03-01, 13, WPO-911, 27, 20.83 
2025-02-06, 57, VBQ-048, 7, None 
2025-02-24, None, AOM-189, 37, 461.02 
2025-02-27, 51, EFE-433, 40, 49.39 
2025-04-01, 3, EIE-751, 17, 695.61 
2025-01-18, 45, BXA-145, 9, 755.91 
2025-03-18, 65, DCG-196, 31, 947.65 
2025-02-08, 60, JEH-627, , 271.36 
2025-01-18, 65, KHR-471, 17, 397.01 
2025-03-24, 37, QJE-617, None, 983.53 
2025-03-08, 87, MXQ-214, 22, 923.82 
2025-01-24, 51, DPB-995, 25, 830.95 
2025-03-07, 31, FUZ-358, 39, 345.76 
2025-04-01, 83, JLJ-557, 2, 493.14 
None, 34, YVM-626, 1, 604.74 
2025-04-01, 56, PRODUCT_ERROR, 38, None 
2025-02-13, 81, FBP-126, 13, 375.86 
2025-03-08, 93, AWY-313, 28, 302.02 
2025-03-25, None, GPG-982, , REVENUE_ERROR 
2025-04-01, 53, YOI-385, 11, 84.85 
2025-01-07, 51, LHD-840, 25, 780.21 
2025-03-18, 16, EXA-953, 41, 113.7 
2025-03-05, 74, ATP-058, 2, 185.69 
2025-03-05, 62, SDL-786, 42, 898.0 
2025-01-24, STORE_ERROR, KWP-906, 40, 954.47 
DATE_ERROR, 88, LVK-183, 1, 71.19 
2025-03-09, 8, FOT-237, QUANTITY_ERROR, 384.27 
2025-02-27, None, None, None, 729.59 
2025-01-17, 73, KGD-418, , 747.58 
2025-01-18, , GFI-409, 31, 931.59 
2025-01-18, 20, PSS-688, 31, 795.19 
2025-03-07, 36, RPT-571, 11, 724.49 
2025-02-20, 20, OFR-229, 29, REVENUE_ERROR 
2025-01-09, 48, EAS-153, 40, 535.71 
2025-03-14, 2, BAP-469, 26, 700.24 
2025-03-23, 11, FTW-295, QUANTITY_ERROR, 774.3 
2025-01-31, , TXU-932, 34, 110.56 
2025-02-16, 52, STE-653, 10, REVENUE_ERROR 
2025-02-13, 12, KZA-531, 31, 893.29 
2025-03-19, 89, NTB-864, 3, 988.72 
None, 61, OJB-854, QUANTITY_ERROR, 599.05 
2025-02-01, 49, WTU-111, 4, REVENUE_ERROR 
2025-01-05, 95, MBO-908, 3, 281.92 
2025-02-16, 68, AFR-635, 33, 723.35 
2025-02-10, 7, MEM-497, 22, 260.52 
2025-01-10, 64, SSC-715, 29, 932.29 
2025-01-30, 80, HPT-574, None, 38.89 
2025-01-27, 24, PGV-275, 17, 207.29 
2025-02-26, 47, COB-588, 49, 706.39 
2025-03-05, 15, FBS-237, 41, 548.89 
2025-02-11, 35, ABY-146, 48, 170.99 
2025-01-01, , FIU-037, 2, 998.18 
None, 51, QGY-241, QUANTITY_ERROR, 869.97 
2025-03-02, 8, None, , 375.43 
2025-04-02, 1, LHP-612, 43, 848.55 
DATE_ERROR, 85, FHQ-515, 22, 79.56 
2025-02-11, 34, GVP-772, 45, 588.75 
2025-01-31, 78, None, 35, 228.41 
2025-02-26, STORE_ERROR, IWZ-422, None, 179.03 
2025-02-12, 90, FXP-716, 10, 665.26 
2025-01-22, 62, , 13, 61.06 
2025-04-02, STORE_ERROR, OKP-410, 8, 762.56 
2025-03-19, 15, KYY-992, QUANTITY_ERROR, 43.63 
None, STORE_ERROR, SBK-633, 1, 230.68 
2025-02-08, 97, PZV-765, None,  
2025-01-15, 86, KMO-622, 26, 612.43 
2025-02-18, 49, GVZ-899, 44, 344.63 
2025-03-21, STORE_ERROR, MPO-801, , REVENUE_ERROR 
2025-01-02, 48, OQT-687, 26, 348.48 
2025-01-11, 86, PRODUCT_ERROR, 48, 32.13 
2025-01-24, 50, EQS-211, , None 
2025-02-12, 74, SRR-277, 17, 537.22 
2025-03-08, 57, YHW-326, 46, 375.41 
2025-03-20, 35, KRU-940, 26, None 
2025-03-17, None, YYT-108, 49, 285.86 
2025-01-23, 19, ZMQ-615, 8, 149.84 
2025-01-11, , FBM-612, , 229.5 
2025-02-13, 42, PRODUCT_ERROR, None, 881.35 
2025-02-10, 88, QDE-053, 33, 372.76 
2025-02-16, 49, JAJ-359, 35, 125.65 
2025-02-26, 92, KRQ-750, 27, 838.43 
2025-01-28, 24, None, 15, 973.56 
2025-01-11, 14, PFX-019, 11, 289.43 
2025-03-26, 90, ZBZ-463, , 801.93 
2025-01-21, 79, SQW-962, 16, 365.48 
2025-02-11, 93, HEM-938, 44, 111.27 
2025-02-22, 61, ZYA-155, 43, None 
2025-03-11, 61, BLT-180, None, 412.85 
None, 53, VYJ-290, QUANTITY_ERROR, 766.52 
2025-02-20, 87, IKZ-381, 1, 15.34 
2025-01-27, 43, QAO-326, 28, 97.49 
2025-02-07, 20, KLA-448, 17, 43.84 
2025-03-19, 90, QHP-167, 23, 434.07 
2025-02-25, 11, PPM-437, 43, 412.01 
2025-02-20, 16, ONR-156, 3,  
2025-03-28, 19, BXF-738, 45, 860.67 
2025-03-15, 54, LWU-247, 11, 508.85 
2025-02-28, 20, HVU-659, 4, 610.23 
2025-01-14, STORE_ERROR, JUL-809, 18, 699.71 
2025-03-31, 59, RTI-526, 34, 814.11 
2025-01-07, 37, XNY-113, 16, 481.65 
2025-03-09, 4, YLR-301, 48, 348.52 
DATE_ERROR, 45, OEV-161, 10, 824.11 
2025-02-02, 18, ENN-993, 33, 813.98 
2025-03-04, 30, RQI-539, 43, 786.57 
2025-01-06, 1, LGI-641, 37, 513.49 
2025-01-30, 42, SVX-877, 36, 71.32 
2025-03-25, 62, VDS-297, 44, 520.17 
2025-02-18, , PRODUCT_ERROR, 25, 567.6 
2025-03-14, 71, TLH-071, , 781.45 
2025-02-12, 62, VBE-559, 37, REVENUE_ERROR 
None, None, BSZ-566, 38, 967.11 
2025-02-03, 13, PRODUCT_ERROR, 13, REVENUE_ERROR 
2025-03-13, 64, AQI-432, 27, 41.25 
2025-03-24, 65, OCV-140, 24, 245.07 
2025-03-18, 99, ZDZ-194, 36, 287.6 
2025-03-08, 48, BUR-605, 32, 798.73 
None, 17, , 31, 836.9 
2025-03-30, 97, NXE-196, 20, 761.14 
2025-01-29, 70, EUZ-094, 23, 887.03 
2025-02-15, 93, GGD-024, 48, 161.62 
2025-03-13, 23, VQD-364, 29, 131.52 
2025-02-21, 32, HPD-024, 17, 775.06 
2025-03-08, 13, OEW-126, 16, 191.68 
2025-03-18, 36, PRODUCT_ERROR, 43, 70.8 
2025-02-17, 51, DVI-393, 31, 509.73 
2025-02-04, 64, PRODUCT_ERROR, 47, 208.73 
2025-01-17, 14, KGY-642, 20, REVENUE_ERROR 
None, 8, LSB-774, QUANTITY_ERROR, 46.73 
2025-03-09, 19, , 45, REVENUE_ERROR 
2025-01-18, 93, ZFB-787, 40, None 
2025-03-13, 57, VCI-155, , 732.14 
2025-03-24, 56, GWS-348, 10, 130.18 
2025-01-02, 25, WIN-536, 30, 376.5 
2025-02-05, 35, LHY-006, 2, 520.74 
2025-02-21, 10, AYC-471, 13, 29.88 
2025-02-25, 93, SVM-324, 7, 700.17 
2025-02-09, 91, RLS-565, 16, 637.59 
2025-04-02, 78, NAR-739, 31, 463.37 
2025-01-15, 28, PYK-399, 40, 528.98 
2025-02-26, 24, BQO-719, QUANTITY_ERROR, 16.6 
2025-03-17, 27, OYG-658, 36, 212.18 
2025-01-03, 32, FXQ-981, 15, 340.26 
2025-01-02, 81, FXB-257, 32, 937.85 
2025-02-27, 2, ABV-155, 36, 76.16 
2025-01-30, 47, None, 10, 664.84 
2025-02-23, 22, FXT-832, 27, 661.1 
2025-01-16, 38, GLT-476, , 468.95 
2025-03-09, 72, ZVA-002, QUANTITY_ERROR, 186.68 
2025-02-28, 18, ZVJ-909, 29, 629.53 
2025-01-01, 46, PJM-298, 22, 484.21 
2025-01-02, None, UYN-040, 20, 42.34 
2025-01-24, 94, UJC-377, 20, 90.1 
2025-03-23, None, None, QUANTITY_ERROR, 501.8 
None, 5, RRQ-787, 5, 55.87 
2025-01-06, 17, LBS-776, 38, 745.6 
, 94, FRB-244, None, 90.92 
2025-02-23, 39, SGH-176, 15, 797.8 
2025-03-12, 69, WBT-827, , 975.86 
None, 96, XRL-172, QUANTITY_ERROR, 277.69 
2025-02-03, None, JHK-432, 18,  
2025-02-28, 28, TYI-996, QUANTITY_ERROR, None 
2025-02-14, 61, YPR-833, 45, None 
2025-01-04, STORE_ERROR, YTC-483, 5, 726.4 
2025-01-11, None, QIZ-156, 7, 358.7 
2025-02-23, 100, CTK-710, 26, 362.71 
2025-03-30, 62, ULG-522, 34, 858.67 
2025-02-15, STORE_ERROR, XER-250, 23, 271.49 
2025-01-14, 68, OSJ-873, 40, 285.48 
2025-02-22, 21, ZAF-667, 42, 209.75 
2025-01-25, 38, ZHD-726, 41, 275.52 
, STORE_ERROR, BUM-057, 49, 698.14 
2025-03-22, 95, TVQ-308, 10, 749.72 
2025-02-18, 32, RQO-395, 49, 849.97 
None, 76, TFQ-959, 32, 646.76 
2025-04-02, 35, UMG-070, None, 84.04 
2025-03-03, 30, VGX-104, 15, 314.56 
2025-02-11, 22, ZJW-720, 44, 811.01 
2025-03-11, 40, YAB-858, 48, 104.19 
2025-01-22, 24, None, 26, None 
2025-01-11, 19, XXI-245, 36, 899.27 
2025-03-12, 51, FTQ-360, 29, 197.31 
DATE_ERROR, 88, YKP-798, 42, 30.38 
DATE_ERROR, 32, BYW-280, 1, 755.85 
DATE_ERROR, 61, PEY-974, None, 523.81 
2025-02-10, 18, DFE-262, 25, 333.74 
2025-01-30, 45, VBT-862, 18, 945.31 
2025-02-14, 5, CBB-005, 39, 733.9 
2025-01-03, 68, KPL-916, 50, 469.19 
2025-03-12, 40, CGY-913, 21, 132.41 
2025-03-28, 91, HMV-803, 33, None 
2025-03-03, 57, MEX-361, 33, 547.65 
2025-03-27, 61, LOB-766, 15, 371.12 
None, 39, , 16,  
2025-03-06, 34, XJR-788, QUANTITY_ERROR, 343.55 
2025-03-12, 21, OPD-612, 11, 200.48 
2025-02-12, 80, LOR-712, 35, 270.76 
2025-01-14, 56, FIU-594, 28, 471.1 
2025-02-26, 3, , 28,  
2025-02-22, 39, NBR-581, 25, 345.32 
2025-01-31, STORE_ERROR, None, 18, None 
2025-01-01, 78, LQC-181, 42, 626.27 
2025-03-17, 97, XIZ-347, 29, 459.47 
2025-03-09, 17, VGP-448, , 461.31 
2025-02-13, 45, MPI-159, 11, 276.01 
2025-02-04, STORE_ERROR, DRK-309, None, REVENUE_ERROR 
2025-02-07, , ADQ-616, 21, 786.38 
2025-03-18, 7, ZTW-775, 28, 537.71 
, 36, HER-074, 27, REVENUE_ERROR 
2025-03-24, 32, OPI-183, 6, 368.08 
2025-03-18, STORE_ERROR, CQT-672, 19, 916.67 
2025-02-22, 29, HPI-356, 37, 108.33 
DATE_ERROR, 74, RQW-928, None, 799.8 
2025-02-09, 53, LHN-861, 34, 895.42 
2025-03-12, 26, , 49, 320.12 
2025-03-03, 75, QYN-790, 11, 867.05 
DATE_ERROR, 16, LBU-595, 27, None 
2025-03-19, 53, WEM-392, None, 867.44 
2025-02-08, 46, QRJ-692, 13, REVENUE_ERROR 
2025-02-13, 21, EUN-276, 49, 968.68 
2025-02-16, 65, JXW-332, 50, 790.5 
2025-03-16, 87, WJH-744, 3, 261.17 
2025-02-12, 30, None, 47, REVENUE_ERROR 
2025-01-30, 67, AVS-495, 31, 473.49 
2025-03-06, None, AQK-824, 25, 660.33 
2025-02-18, STORE_ERROR, KYU-055, 19, 546.85 
2025-03-05, , YOF-631, 22, 251.69 
2025-02-04, 59, NXN-921, None, 574.8 
2025-01-01, 57, SAQ-785, None, REVENUE_ERROR 
2025-01-01, 1, JIB-220, 28, 598.16 
2025-01-21, 69, OMT-497, 38, 251.75 
2025-01-07, 58, OKW-965, , REVENUE_ERROR 
2025-02-08, 30, RPT-508, 48, 492.92 
2025-03-04, 70, ZIH-866, QUANTITY_ERROR, 599.36 
2025-01-07, 26, NBY-587, 37, 506.4 
2025-02-17, , YFX-241, 17, 271.76 
2025-03-06, None, GLX-326, 46, 958.14 
2025-01-20, 8, PID-606, 45, 634.24 
2025-03-26, None, YZE-894, QUANTITY_ERROR, 554.29 
2025-03-12, 17, MHI-872, 31, 328.18 
2025-02-24, 39, GEL-802, 19, 210.81 
, 58, IMT-146, 50, 734.5 
2025-02-08, 42, UBF-679, 33, 448.78 
2025-01-31, 87, UBF-447, 5,  
2025-03-06, STORE_ERROR, None, 8, 383.54 
2025-02-08, 34, TIW-317, 40, 183.64 
2025-02-05, 7, IKT-550, 39, REVENUE_ERROR 
2025-02-09, 46, PMZ-981, 2, 10.23 
, None, IDN-202, 12, 224.35 
2025-01-05, 69, RSR-744, 35, 174.67 
2025-04-02, 70, None, 40,  
2025-04-01, 64, CKA-072, None, None 
None, 11, NHR-274, 26, 146.37 
2025-02-17, 78, GSP-688, 14, 561.44 
2025-03-26, 4, URL-180, 33, 533.18 
2025-01-12, 12, HCL-085, 35, 174.8 
2025-02-06, 45, None, 12, 251.41 
2025-03-08, 5, NOL-566, 3, 251.79 
2025-03-27, 83, NNX-205, 12, 585.84 
2025-02-17, 18, PCD-434, 10, 382.54 
2025-02-27, 65, YHY-104, 12, 334.9 
2025-01-22, 58, DJR-523, 22, 52.99 
2025-02-20, 18, EIT-898, 50, 750.47 
2025-01-16, 34, None, 16, 771.42 
2025-03-19, 98, HJJ-935, , 873.2 
2025-02-06, 2, , 28, 490.44 
2025-04-02, 40, SBQ-963, 25,  
, None, CYT-745, 38, 130.35 
2025-01-13, None, PPT-218, 34, 134.35 
2025-01-06, 73, YVM-343, 16, 161.24 
2025-01-21, 47, PRODUCT_ERROR, 29, 277.37 
2025-01-13, 55, CEW-081, 37, 470.8 
