Date, Store_ID, Product_ID, Quantity_Sold, Revenue 
2025-01-22, 50, ZCT-934, 15, REVENUE_ERROR 
2025-03-06, 43, XRR-862, 48, 121.8 
2025-03-13, 38, HHV-474, 41, 587.49 
None, 78, , 23, 717.64 
2025-03-18, 33, XHF-550, 25, 883.79 
2025-02-07, 41, PRODUCT_ERROR, 24, 689.95 
2025-02-24, 100, None, 47, 64.41 
2025-01-31, 6, LJT-620, 7, 32.0 
2025-03-23, STORE_ERROR, HVJ-716, 12, 662.23 
2025-03-09, 4, IHK-937, 14, None 
2025-03-24, 28, KAM-593, 49, 601.65 
2025-02-19, 70, DNO-813, 6, 687.46 
2025-02-08, 87, NBM-102, 41, 938.06 
2025-03-24, 82, None, 34, 939.74 
2025-03-26, 53, DJH-493, None, 424.04 
None, 31, None, 39, 302.74 
2025-01-26, 28, FXT-759, 23, 972.42 
None, 51, ZIA-302, 44, REVENUE_ERROR 
2025-03-10, 2, BHH-584, 7, 748.14 
2025-01-29, 60, XRE-924, 28, 338.47 
2025-01-23, 92, HLO-642, 38, 145.38 
DATE_ERROR, 28, JJV-514, None, None 
2025-01-08, 22, DUL-213, None, 771.72 
2025-02-16, 63, , 31, 550.22 
2025-02-22, , ZWQ-400, 30, 690.39 
2025-02-28, 42, FAR-008, QUANTITY_ERROR, 360.15 
2025-03-11, 61, UJJ-618, 22, 757.4 
2025-02-10, 31, , 6, 361.47 
2025-01-10, 19, SOH-803, 31, 817.66 
2025-01-06, 89, NMI-947, 43, 629.41 
None, 73, YLD-506, 16, REVENUE_ERROR 
2025-03-20, None, NGZ-503, 10, 308.06 
2025-01-21, 72, ZGN-403, 7, 289.18 
2025-03-17, 90, MWK-531, 10, 401.2 
2025-02-26, 41, FDX-271, 11, 103.94 
2025-01-06, STORE_ERROR, MDU-424, 16, 81.77 
2025-03-16, 43, LVL-602, 5, 57.91 
2025-02-05, 70, RTD-598, 34, 299.62 
2025-03-19, 4, HQN-993, 46, 531.76 
None, 48, DEB-232, 38, 744.56 
2025-01-11, 95, ULH-536, QUANTITY_ERROR, 72.1 
2025-03-08, 55, AVP-648, 21, 240.02 
2025-03-10, 86, NYL-020, 31, 813.27 
2025-01-19, 68, PRODUCT_ERROR, 22, 236.13 
2025-01-27, 61, RHZ-266, 24,  
None, 45, HIB-371, 39, REVENUE_ERROR 
2025-02-15, 69, EKS-141, 33,  
2025-02-06, 47, CVW-482, 5, 79.21 
2025-02-21, 63, XDT-860, QUANTITY_ERROR, None 
2025-02-16, 32, AFD-551, 36, 401.54 
2025-03-23, 47, XVE-796, 41, 418.71 
2025-03-23, 61, , 4, 517.7 
2025-01-29, 40, ZRQ-478, 39, 103.82 
2025-03-18, STORE_ERROR, PRODUCT_ERROR, 25, 550.42 
2025-01-26, 67, DUX-912, 39, 671.69 
DATE_ERROR, 20, UGH-301, 40, 440.92 
2025-02-09, 3, PRODUCT_ERROR, 1, 892.56 
2025-03-14, 17, IKT-593, 37, 689.04 
2025-02-26, 69, LPP-160, 40, 707.73 
2025-03-19, None, KYK-886, 41, 439.82 
2025-02-14, 69, BDL-790, 39, 121.89 
2025-01-20, 46, UGH-811, , 86.98 
2025-01-03, STORE_ERROR, PRODUCT_ERROR, None, 948.81 
2025-03-23, 89, JHY-884, 50, 939.84 
2025-02-06, STORE_ERROR, JAO-448, 50, 137.89 
2025-02-08, 66, RAI-371, 48, 766.48 
2025-02-28, STORE_ERROR, XLE-686, , REVENUE_ERROR 
2025-02-16, None, CTP-991, 20, 547.49 
2025-01-22, 71, CAT-127, None, 507.41 
2025-03-20, 65, FBQ-421, 35, 988.82 
2025-01-27, 44, RNW-800, 42, 890.63 
2025-03-01, 90, TBP-808, 28, 444.79 
2025-01-02, 19, MYZ-732, 9, 967.49 
2025-03-10, None, OJI-757, 40, 836.87 
2025-03-07, 8, JCZ-123, 36, 741.26 
2025-03-04, 82, DDE-193, 31, 987.69 
2025-03-26, 21, MDZ-653, 28, 811.51 
2025-03-03, None, GML-844, 38, 751.29 
2025-02-26, 34, , 27, 767.0 
2025-01-25, 31, AHC-316, 46, 358.71 
2025-01-19, None, VVK-495, 36, 897.73 
2025-01-09, 16, FBA-682, 43,  
2025-03-29, 25, NIA-239, 39, 547.79 
2025-01-04, 93, PRODUCT_ERROR, None,  
2025-03-28, 10, LKA-231, 36, 289.03 
2025-02-14, 57, TRN-326, 13, 692.68 
2025-02-05, 4, CDZ-542, 9, 124.83 
2025-01-29, 35, EQZ-844, 16, 684.31 
2025-03-23, 63, DDV-811, 30, 272.23 
2025-01-11, None, FQK-419, 44, 333.2 
2025-01-14, 38, YBY-798, 50, None 
2025-01-30, 47, BEC-844, None, 869.26 
2025-02-22, 2, KQV-874, 9, 337.63 
None, 49, FJE-550, 3, 396.61 
DATE_ERROR, 63, LKY-030, 44, 102.71 
2025-02-19, 9, RSR-356, 7, 181.96 
2025-02-18, 29, VUB-291, 29, REVENUE_ERROR 
2025-01-31, 76, QHX-177, QUANTITY_ERROR, 625.06 
2025-03-14, 20, PRODUCT_ERROR, 25, 604.08 
2025-03-10, 90, SDE-188, 22, 907.99 
2025-03-12, 1, JNN-657, 32, 112.77 
2025-01-18, 76, VBP-356, 10, 375.92 
2025-01-05, 21, KTZ-227, , 318.94 
2025-03-21, 88, UYM-470, 3, 211.49 
None, 55, KPI-629, , 965.62 
DATE_ERROR, 59, OUG-766, 28, 864.1 
2025-02-03, 45, NFJ-497, 9, None 
2025-01-11, 22, KNB-356, 26, 444.5 
2025-03-25, 14, VHQ-366, 29, 875.63 
2025-03-24, 5, PSA-831, QUANTITY_ERROR, 789.88 
2025-02-03, 12, TSL-270, 5, 482.48 
DATE_ERROR, 25, RLW-514, QUANTITY_ERROR, 709.97 
2025-03-22, 71, FHL-456, 23, 49.63 
2025-01-29, 55, HBM-959, 11, 327.15 
2025-01-01, 4, ELU-762, 16, 686.49 
2025-03-13, 51, JZR-966, 3, 59.11 
2025-02-22, STORE_ERROR, DJX-257, 6, 959.91 
2025-02-28, 21, SBK-836, 28, 108.11 
2025-03-11, 16, MDD-296, 48, None 
2025-03-29, 95, TIF-348, 5, None 
2025-01-20, 18, LPB-855, 44, 977.2 
DATE_ERROR, 90, TCV-961, 39, 129.38 
2025-03-23, 69, EGZ-494, 34, 548.78 
2025-02-18, None, PRODUCT_ERROR, 19, 463.67 
2025-03-10, 37, MJC-291, QUANTITY_ERROR, 67.23 
2025-03-17, 6, TJO-324, 6, 623.12 
2025-03-15, 60, RMX-336, 12, 807.14 
2025-02-23, 26, AWE-424, 45, 441.68 
2025-01-13, 61, KYY-487, None, 921.51 
2025-02-06, 84, JPH-190, 5, 805.58 
2025-01-08, 45, CLM-871, , 843.9 
2025-02-03, 16, AYI-799, , 672.39 
2025-03-18, STORE_ERROR, GYO-609, 7, 183.06 
2025-02-09, 96, LWH-744, 9, 471.74 
2025-01-14, 31, None, 30, 614.43 
2025-01-27, 10, IVM-379, 27, 860.54 
2025-01-26, 74, RMU-093, 15, None 
2025-03-05, 6, HFS-725, 26, 254.09 
2025-02-06, 34, NII-856, 10, 880.82 
2025-03-06, 63, NZO-011, 32, 768.23 
2025-02-27, 43, HOL-598, 40, 32.67 
2025-01-06, 68, UVI-470, 18, 628.03 
2025-03-17, 98, BGR-974, 45, 924.13 
2025-01-16, 51, MEE-012, 29, 833.31 
2025-01-25, None, None, 9, 350.61 
2025-01-12, 8, ZCH-114, 18, 162.0 
2025-01-29, 79, IKG-902, 8, 585.3 
, 32, JUW-816, , 897.19 
2025-03-08, 69, JBB-023, 13, 619.72 
2025-02-05, 13, IVN-724, 33, 936.73 
2025-02-18, 64, IUY-785, 40,  
2025-03-08, 29, UXC-076, 13, None 
2025-01-17, 81, YWD-815, 29, None 
2025-02-06, 48, XXB-021, 27, 510.79 
2025-02-06, 38, SQN-587, 14, 839.51 
None, 41, XTR-806, QUANTITY_ERROR, 894.05 
2025-02-21, 41, QKH-404, 50, 805.81 
2025-01-01, 57, TKF-289, 42, 434.25 
2025-03-05, 22, VPB-974, 4, 149.24 
, 78, OXY-961, 14, 990.68 
2025-03-12, 93, PTW-726, 21, None 
2025-01-05, 3, VWP-097, 16, 871.47 
2025-01-04, 35, JKF-852, , 683.3 
2025-02-07, 78, MSF-743, , 719.8 
2025-01-13, 85, GOK-496, 35, 502.54 
2025-01-03, 63, QBZ-779, , 300.14 
2025-03-24, 76, PYM-321, 47, 469.85 
2025-01-04, 9, TCK-392, 7, 221.79 
, None, ZEK-610, 12, 118.74 
2025-03-07, 88, EOT-800, 6, 886.36 
2025-02-09, None, OBD-515, 41, 319.92 
2025-03-18, 3, IUA-508, 15, 964.1 
2025-03-28, 14, PRODUCT_ERROR, 44, 193.54 
2025-01-04, 36, HEQ-747, 4, 735.54 
2025-03-26, 95, VXS-583, 29, 500.92 
2025-02-21, 79, BPR-466, 4, 65.43 
2025-03-08, 70, XWH-810, QUANTITY_ERROR, 408.41 
None, 40, XQS-424, 1, 111.39 
2025-01-24, None, FQL-246, 44, 15.82 
2025-02-27, 51, KXI-192, 32, 692.39 
DATE_ERROR, 88, CWY-532, 37, 236.76 
2025-02-11, 70, UCZ-897, None, 579.91 
2025-03-12, 60, GWF-394, 2, 496.66 
2025-03-23, 32, EDT-408, QUANTITY_ERROR, 173.58 
2025-03-23, 49, ZCP-785, 6, 255.48 
2025-03-19, 97, AEY-447, 18, 541.25 
2025-02-02, 51, OST-279, , 807.47 
2025-03-17, 23, MFC-760, 35, 472.81 
None, 76, CLF-636, 32, None 
2025-03-08, 5, VRO-824, 48, None 
2025-02-09, 95, PRODUCT_ERROR, None, 790.87 
2025-03-28, 30, UHP-433, 29, 457.08 
2025-02-01, 68, LEN-551, 7, 836.46 
2025-01-22, 63, IBD-212, 29, 640.31 
2025-01-01, 50, GPI-825, 1, 836.07 
None, 73, AUM-056, 22, 377.85 
2025-03-19, 19, None, QUANTITY_ERROR, 731.41 
2025-03-20, 96, KRP-269, 6, 367.11 
2025-01-26, 50, AMJ-224, 6, 55.0 
2025-01-29, 13, AIN-927, 31, 699.05 
2025-02-28, 90, IFV-552, QUANTITY_ERROR, 212.65 
2025-03-16, 29, AVB-451, 2, 891.53 
2025-02-25, 55, KKS-510, 1, 607.68 
2025-01-29, 45, FWZ-308, 26, 105.42 
2025-01-24, 52, QVG-633, 3, 845.11 
2025-01-19, 77, , 37, None 
2025-03-20, 65, PRODUCT_ERROR, 32,  
2025-03-28, 25, TQB-262, QUANTITY_ERROR, 934.27 
2025-01-02, 66, NZZ-832, 5, 879.41 
2025-01-01, 11, IDS-907, 23, 507.44 
2025-03-24, 24, STV-653, 1, 168.89 
2025-02-17, 62, WPI-973, 50, 757.55 
DATE_ERROR, 60, WZP-151, 8, 95.71 
2025-03-05, 30, EMQ-674, 12, 862.44 
2025-01-17, 98, LYA-525, 4, 214.03 
2025-02-18, 37, AWY-869, 7, 984.57 
2025-03-26, 1, UQP-767, QUANTITY_ERROR, 429.79 
2025-01-15, 21, EHV-942, 13, 431.11 
2025-02-23, 42, MGA-500, 12, 944.42 
DATE_ERROR, 2, OOR-125, 2, 93.8 
2025-02-26, 41, , 42, 263.02 
2025-01-18, 45, None, 12, 212.57 
2025-01-11, 46, DJW-229, 4, 52.85 
, 31, EAB-054, None, 115.89 
2025-02-23, 57, HAD-928, 39, 153.44 
2025-02-24, STORE_ERROR, AAN-418, 2, 728.5 
2025-01-08, 36, YGX-873, 17, 126.98 
2025-03-25, 64, UKT-273, 42, 792.34 
2025-02-22, 64, HBO-903, 17, 16.94 
2025-03-27, 49, LVC-093, 46, 240.91 
2025-02-14, 85, ICR-759, 50, 523.01 
2025-03-01, 14, UOH-299, 22, None 
2025-03-15, 48, APX-637, 9, 818.99 
2025-02-08, 70, YSC-945, None, 956.38 
2025-02-22, 100, KCE-002, 24, 238.18 
2025-01-07, 99, PRODUCT_ERROR, 23, 754.48 
, 42, JIX-125, 11, 859.23 
2025-01-05, STORE_ERROR, QMX-656, 50, 43.54 
2025-01-02, 22, JPM-970, 36,  
2025-02-14, 86, SRT-253, 16, 480.02 
None, 24, ELB-246, 8, 22.48 
2025-01-12, 61, OJQ-243, 24, 543.9 
2025-03-26, , HSL-567, 2, 724.87 
None, 37, CCI-513, 42, 601.17 
None, , QFQ-786, 13, None 
2025-01-08, 38, ZPQ-883, 33, 637.09 
2025-01-04, 71, GKS-200, 27, 405.32 
2025-01-11, 71, IDK-593, 26, 17.35 
None, STORE_ERROR, PRODUCT_ERROR, 3, 377.73 
2025-03-28, 15, LHH-636, 46, REVENUE_ERROR 
2025-02-14, 90, None, 24, 37.58 
2025-02-09, 27, CUD-135, 9, 831.52 
2025-03-24, None, WZP-943, 30, None 
2025-03-27, None, PRODUCT_ERROR, 6, REVENUE_ERROR 
2025-01-14, 59, GFC-897, 19, 291.08 
2025-03-08, 9, CHZ-315, QUANTITY_ERROR, 175.18 
2025-02-04, 31, None, 43, 883.85 
2025-01-22, None, NVS-735, 39, 533.21 
2025-01-19, 55, AUH-275, 48, 929.25 
2025-02-17, 81, None, 12, 171.98 
2025-02-22, 35, BYG-544, 47, None 
2025-02-08, 51, IDS-919, 6, 911.76 
2025-01-22, 48, OKD-845, 34, 592.72 
2025-02-19, , HLI-616, 18, 834.19 
2025-03-27, 40, VEW-165, 30, None 
2025-01-10, 14, KHP-310, 50, 828.56 
2025-02-10, 89, None, 40, 865.12 
None, 1, PRODUCT_ERROR, 28, 410.87 
2025-02-01, 47, None, None, 972.69 
DATE_ERROR, 38, JWK-392, 28, 547.56 
2025-01-02, 43, YRW-889, 27, 401.37 
2025-03-21, 27, EIB-762, 19, 721.83 
2025-02-28, 8, SLR-876, 15, 532.23 
2025-02-14, 24, PKQ-358, 48, 305.32 
2025-01-20, 4, , 8, 448.35 
2025-01-25, 37, BDF-872, QUANTITY_ERROR, 829.53 
2025-02-19, 52, FDQ-777, 6, 941.46 
2025-03-01, 97, ZYO-181, 26, 429.72 
2025-01-01, 4, IDB-540, 1, 701.04 
2025-01-04, 75, ISN-873, , REVENUE_ERROR 
DATE_ERROR, 78, OHD-210, None, 970.53 
2025-01-30, 27, UCX-903, 34, 654.17 
2025-02-01, STORE_ERROR, KWC-059, 25, 682.76 
None, 61, ORA-557, 13, 108.59 
2025-03-27, 85, NUY-902, 48, 238.01 
2025-03-11, 75, None, 43, 485.93 
DATE_ERROR, 78, PRODUCT_ERROR, 2, 78.43 
2025-02-15, 26, KEG-581, 39,  
None, 56, ZZL-900, 9, 486.43 
None, 92, , 24, None 
2025-03-21, 48, UNN-249, None, None 
2025-01-01, 31, OYD-775, , 617.13 
2025-02-08, 41, OBL-211, 43, 774.3 
2025-02-11, STORE_ERROR, PRODUCT_ERROR, 46, 186.12 
2025-01-13, 24, NUX-431, QUANTITY_ERROR, 471.62 
2025-03-05, 95, PTJ-287, 13, 684.71 
2025-03-24, 5, NAR-575, 48, 441.66 
2025-02-04, 88, VVA-912, 43, 170.76 
2025-02-20, 61, EOM-584, 44, None 
2025-02-12, , BTW-181, 38, 551.49 
2025-01-25, 9, EYD-651, QUANTITY_ERROR, 450.2 
2025-01-14, 3, MUZ-601, 7, 892.44 
2025-02-08, 67, GDV-735, 44, None 
2025-02-21, 78, XEO-620, 35, 873.81 
2025-03-26, 59, PDE-176, 22, 82.17 
2025-02-17, 4, WSM-377, 11, 888.74 
2025-02-28, 90, WBA-672, 19, 895.15 
2025-02-12, 63, VED-982, 34, 684.69 
2025-01-12, 56, BSP-166, 32, 518.51 
DATE_ERROR, 44, LZJ-138, 44, 802.24 
2025-03-05, 82, JLE-550, 29, 566.64 
2025-02-15, 37, LWB-053, 15, 180.8 
2025-01-22, 23, HSW-422, 46, 516.98 
2025-02-04, 62, PRODUCT_ERROR, 12, 381.81 
2025-03-26, 69, RQV-800, 17, 663.62 
2025-02-12, 40, ATB-794, 16, 888.82 
None, 75, KUZ-281, 6, 799.45 
2025-03-23, 55, HLL-250, 18, 420.97 
2025-01-13, 78, EQH-300, 38, 746.31 
2025-01-10, 20, JRN-808, 47, 684.79 
2025-02-15, STORE_ERROR, UIA-515, 24, 586.27 
2025-01-19, None, PJF-065, 46, 224.38 
2025-02-12, STORE_ERROR, LSY-922, 21, 691.9 
2025-02-15, 12, XQJ-114, 50, 952.16 
2025-02-28, 27, , 44, None 
None, 70, WZM-347, 11, 750.82 
2025-03-28, 27, JRT-649, 29, 762.15 
2025-03-05, 56, DDG-388, 26, 773.05 
2025-01-10, 29, None, 14, 555.59 
2025-01-25, 61, OZO-254, 29, 837.8 
2025-01-15, 82, ECY-672, 33, 778.71 
2025-02-15, 9, MDJ-950, 43, 33.17 
2025-03-23, 74, OCU-019, 17, None 
2025-02-16, 71, GVA-150, None, 656.94 
None, 91, YLT-243, 48, 220.54 
2025-01-25, 95, VFI-812, None, 255.25 
2025-01-05, 16, , 17, 70.17 
2025-03-12, 77, YHA-636, QUANTITY_ERROR, 356.24 
2025-03-24, , ZSX-646, 21, REVENUE_ERROR 
2025-01-12, 32, CLJ-443, 19, 77.14 
2025-01-27, 45, FIU-996, 13, 111.5 
2025-03-15, 34, , 16, 704.42 
DATE_ERROR, 67, CJJ-559, 12, 688.88 
2025-03-03, 95, ZFT-632, 41, 727.55 
2025-02-08, 93, PYS-728, 33, 930.1 
, 15, RQU-316, None, 699.54 
2025-03-02, 27, WQX-712, 45, 113.94 
2025-01-07, 40, NJP-005, 30, 386.83 
2025-01-23, 66, FMJ-697, 12, 188.24 
None, 75, KOY-186, 17, 50.0 
2025-03-11, 84, ZPW-777, 40, 144.58 
2025-01-27, 18, KCM-810, 33, 610.77 
None, 18, EZU-216, 40, 844.3 
2025-03-09, 47, EFM-409, 32, 781.24 
2025-03-28, 46, NBU-843, 27, 169.02 
2025-02-15, STORE_ERROR, ZPE-148, 48, 385.61 
DATE_ERROR, 41, UPQ-799, QUANTITY_ERROR, 958.71 
2025-01-04, 87, FAX-066, 33, None 
2025-02-27, 60, FYM-183, 48, REVENUE_ERROR 
2025-03-22, 94, NVQ-643, 7, 227.67 
2025-03-08, 49, AOS-238, 12, 725.77 
2025-03-15, 79, CYT-952, 43, 30.81 
2025-03-22, 56, ZFT-821, 46, 674.83 
2025-01-13, 32, QHE-451, 34, 188.96 
2025-03-24, 84, PRODUCT_ERROR, 29, 135.06 
2025-03-27, 7, VXF-737, 45, 544.41 
2025-02-22, 66, HIB-547, 27, 212.67 
2025-01-25, 8, RCN-257, 1, 987.05 
2025-03-08, 100, TVW-631, 45, REVENUE_ERROR 
2025-02-06, 24, JOO-434, 42, 959.2 
None, 58, VWK-224, 37, 771.0 
2025-02-09, None, None, 45, 128.93 
2025-02-27, 15, PRODUCT_ERROR, 36, 14.73 
2025-02-05, 73, ESO-397, 39, 438.03 
2025-01-04, 98, CJF-860, 14, 201.66 
2025-01-25, 67, XFL-993, 8, 232.93 
2025-01-08, 89, , 20, 607.8 
2025-01-24, 92, XMI-052, 45, 847.29 
2025-03-02, 2, UWA-189, 5, 712.35 
2025-03-10, 38, NMI-030, 27, 564.6 
2025-01-21, 22, IKM-516, 30, 197.72 
2025-03-16, 60, EOX-751, 7, 70.64 
2025-02-19, 36, None, 48, 178.64 
2025-01-05, STORE_ERROR, ENL-356, 7, 62.19 
2025-02-03, 73, QUO-142, 42, 232.64 
2025-02-11, 69, PRODUCT_ERROR, 17, 341.47 
2025-03-12, 100, JCI-418, 6, 677.44 
2025-01-14, 84, QDE-638, 6, 144.1 
2025-03-17, 53, IYK-935, 35, 88.28 
2025-01-28, 20, ITE-669, 43, 442.8 
, 85, GFB-331, 36, 78.89 
2025-02-06, 26, PRODUCT_ERROR, 26, None 
2025-01-14, 73, AOO-033, 23, 29.97 
2025-01-08, STORE_ERROR, None, 8, 921.04 
2025-01-21, 30, COX-162, 33,  
2025-02-21, 86, RSA-933, 21, 640.61 
2025-03-19, 19, UCQ-919, 13, 648.57 
2025-02-25, STORE_ERROR, DYM-159, 41, 498.91 
2025-01-03, 48, ZZN-432, 31, 482.05 
2025-02-04, 82, PRODUCT_ERROR, 10, 558.41 
2025-03-06, 59, MYN-812, 7, 942.25 
2025-01-29, 99, VBK-962, 14, 831.37 
, 69, HIF-730, 38, 705.24 
2025-01-12, 97, RCU-154, 10, 40.26 
2025-03-21, 14, EIE-570, 27, None 
2025-02-12, 59, TEN-144, 10, 619.44 
2025-02-23, 4, VUB-748, , 266.07 
2025-01-24, 98, JRO-802, 31, 347.43 
None, None, BGU-446, None, 52.75 
2025-03-16, None, ZYW-680, QUANTITY_ERROR, 215.91 
2025-03-19, 1, , 18, 19.0 
2025-01-20, 55, EJV-217, 18, REVENUE_ERROR 
2025-03-18, 74, PEO-025, None, 149.54 
2025-02-16, 42, ATE-487, 39, 765.96 
DATE_ERROR, 51, HFT-917, 30, 458.3 
2025-03-26, 39, DDL-828, 10, 857.85 
2025-03-15, 14, KCO-716, None, 578.61 
2025-01-04, 17, KQW-144, 8, 358.53 
2025-02-27, STORE_ERROR, YRM-322, QUANTITY_ERROR, 408.38 
2025-02-13, 57, GYB-959, 9, 551.47 
2025-01-12, 86, ZEY-006, 41, 138.13 
2025-01-08, 57, , 23, 613.13 
2025-02-02, 22, EAF-387, 19, 673.95 
2025-01-18, 74, None, 41, 294.96 
2025-02-26, STORE_ERROR, PZO-210, 48, 105.17 
None, 4, HYI-639, 12, REVENUE_ERROR 
2025-02-18, 1, ELY-913, None, 21.46 
None, 7, BVT-146, QUANTITY_ERROR, 595.84 
DATE_ERROR, 26, XQP-387, 35, 474.02 
None, None, RSD-690, 50, 10.06 
2025-03-14, 73, BBO-816, 25, 543.04 
2025-01-21, 91, RPT-584, 4, 743.66 
2025-03-23, 7, PRODUCT_ERROR, 2, 97.17 
DATE_ERROR, , PRODUCT_ERROR, 24, None 
2025-02-18, 11, ELG-743, None, 19.11 
2025-01-27, 99, RTP-359, 39, None 
2025-03-26, 3, NTX-241, 5, REVENUE_ERROR 
2025-02-13, 12, LKF-852, None, 531.77 
2025-03-16, 15, IPC-619, 32, 756.7 
2025-02-09, 21, , 49, 214.3 
2025-03-12, 22, MZK-626, 24, 937.77 
2025-02-19, None, BCT-473, 15, REVENUE_ERROR 
2025-03-25, 66, PRODUCT_ERROR, 28, 383.63 
2025-03-04, 13, None, QUANTITY_ERROR, 325.92 
2025-01-30, , VHV-554, 27, 487.39 
2025-03-25, 55, None, None, 363.95 
2025-03-10, 7, VMN-513, 46, 577.89 
2025-02-12, 69, DPV-783, 29, 121.51 
2025-01-19, , YEW-370, 2, REVENUE_ERROR 
DATE_ERROR, 92, PRODUCT_ERROR, 43, 734.76 
2025-02-02, 97, MYX-070, 19, 939.74 
2025-01-28, 84, NHL-371, 40, 939.37 
2025-02-19, 47, RDQ-309, 33,  
2025-02-23, 81, ALX-807, 17, 821.84 
2025-01-06, 5, SDB-213, 14, 728.81 
2025-03-25, 82, HIA-521, None, 712.0 
2025-02-20, 3, MTE-446, QUANTITY_ERROR, 246.33 
2025-01-30, 24, APL-920, 47, 530.28 
2025-02-18, 61, CRH-021, 37, 275.63 
2025-02-06, 33, QZR-728, 36, 867.97 
2025-02-10, 63, None, 31, 911.7 
2025-01-07, 84, BNE-857, 46, 369.71 
2025-03-26, None, DTB-198, 17, 782.86 
2025-03-15, 2, UVU-060, 26, 966.63 
2025-01-08, 52, PRODUCT_ERROR, 37, 133.93 
2025-02-11, 59, VLK-295, None, 561.61 
None, , FYJ-153, 22, None 
2025-01-22, 40, EJA-189, 23, 52.95 
DATE_ERROR, 60, JFM-754, 5, 772.63 
2025-03-02, 45, NMO-143, 21, 405.25 
2025-01-23, 84, QOP-013, 48, 666.17 
2025-03-29, 29, AOE-964, 22, 518.75 
2025-02-22, 81, VLO-979, 18, None 
2025-02-09, 76, SBQ-845, 9, 316.54 
2025-02-19, 9, PRODUCT_ERROR, 4, 209.1 
2025-03-12, 64, GVR-501, 32, REVENUE_ERROR 
2025-01-30, 40, AEK-664, 45, 781.13 
2025-01-20, 43, QKM-394, 30, 46.22 
2025-01-16, 70, RCR-101, 32,  
2025-01-30, 62, ORJ-653, 1, 248.67 
2025-02-24, 40, None, 12, None 
2025-02-25, 15, XFU-033, 33, 561.46 
2025-02-19, 16, NHJ-737, 30, 780.71 
2025-02-01, 25, MAD-390, QUANTITY_ERROR, None 
2025-03-03, 26, YLN-878, 11, None 
2025-03-19, 72, GNS-600, 5, 871.6 
2025-03-09, 33, XFY-905, 46, 811.61 
2025-01-13, 59, HIC-063, 31, 86.38 
2025-03-07, STORE_ERROR, FPI-791, 34,  
2025-03-21, 42, VTS-094, 12, REVENUE_ERROR 
2025-03-24, 100, ZOL-181, None, 569.15 
None, 95, KLM-368, 12, 804.92 
2025-02-01, 82, None, 37, 473.16 
2025-02-22, 13, QEH-889, 1, 650.22 
2025-01-19, 84, LIH-876, 33, 350.8 
2025-03-13, 83, GWL-179, 5, 516.01 
DATE_ERROR, 73, MLW-414, 31, 447.06 
2025-02-08, 90, XIX-871, 32, 508.29 
2025-01-20, 71, LYM-637, 2, REVENUE_ERROR 
2025-01-26, 58, RER-584, 41, 776.77 
